Customer ID,Gender,Age,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Monthly Charge,Total Charges,Total Revenue,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Payment Method,Paperless Billing,Phone Service,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Offer,Tenure in Months,Referred a Friend,Number of Referrals,Satisfaction Score,Customer Status,Churn Reason,Churn Category,Churn Label,Churn Score,CLTV,Churn,Tenure Category,Age Group,ARPU,Payment Consistency,Service Bundling Score,Complaint Frequency,Engagement Index,Senior Flag
4919-MOAVT,Male,53,No,No,No,0,United States,California,Pasadena,91103,34.167465,-118.165327,27891,69.65,220.1,338.24,0.0,0,118.14,Bank Withdrawal,No,Yes,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,3,No,0,2,Churned,Competitor offered higher download speeds,Competitor,Yes,84,2421,1,0-1 Year,51-60,112.74666666666667,1.6187604690117252,0,0,23,0
3090-HAWSU,Male,44,No,No,No,0,United States,California,Pasadena,91107,34.159007,-118.087353,32369,111.6,6876.05,7353.07,0.0,0,477.02,Credit Card,Yes,Yes,Yes,Yes,Fiber Optic,11,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer B,61,No,0,1,Churned,Competitor offered more data,Competitor,Yes,87,4495,1,3+ Years,41-50,120.54213114754099,1.080126623185851,6,0,17,0
9820-RMCQV,Female,43,No,No,No,0,United States,California,San Marino,91108,34.122671,-118.112911,13158,48.55,501.0,840.11,0.0,130,209.11,Credit Card,No,Yes,No,Yes,DSL,8,Yes,No,No,No,No,No,No,No,Month-to-Month,Offer B,11,No,0,1,Churned,Competitor made better offer,Competitor,Yes,92,4444,1,0-1 Year,41-50,76.37363636363636,1.573092407077989,1,0,9,0
7839-QRKXN,Female,62,No,No,No,0,United States,California,Glendale,91203,34.153338,-118.262974,14493,20.2,20.2,68.45,0.0,0,48.25,Credit Card,Yes,Yes,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,1,No,0,1,Churned,Long distance charges,Price,Yes,69,4197,1,0-1 Year,61+,68.45,3.3886138613861387,0,0,0,0
5204-QZXPU,Male,50,No,No,No,0,United States,California,Glendale,91205,34.13658,-118.245839,41390,39.65,733.35,733.35,0.0,0,0.0,Bank Withdrawal,Yes,No,No,Yes,DSL,21,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Offer B,19,No,0,1,Churned,Competitor had better devices,Competitor,Yes,78,2933,1,1-2 Years,41-50,38.597368421052636,0.9734519147806464,2,0,23,0
4597-ELFTS,Male,57,No,No,No,0,United States,California,Glendale,91206,34.162515,-118.203869,31297,24.9,1334.0,1478.48,0.0,0,144.48,Bank Withdrawal,No,Yes,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Offer B,56,No,0,3,Churned,Attitude of support person,Attitude,Yes,92,5327,1,3+ Years,51-60,26.40142857142857,1.0602983362019507,0,0,0,0
8450-JOVAH,Male,62,No,Yes,Yes,3,United States,California,Agoura Hills,91301,34.129058,-118.759788,25303,56.7,113.55,124.89,0.0,0,11.34,Credit Card,No,Yes,Yes,Yes,DSL,53,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Offer B,2,Yes,1,1,Churned,Competitor offered higher download speeds,Competitor,Yes,77,5560,1,0-1 Year,61+,62.445,1.1013227513227513,1,1,54,0
1113-IUJYX,Female,59,No,Yes,No,0,United States,California,Winnetka,91306,34.209532,-118.577563,43857,105.95,1348.9,1427.72,0.0,0,78.82,Credit Card,No,Yes,No,Yes,Fiber Optic,23,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Offer B,14,Yes,3,1,Churned,Competitor offered higher download speeds,Competitor,Yes,84,5887,1,1-2 Years,51-60,101.98,0.9625294950448325,6,3,29,0
7758-XKCBS,Male,56,No,No,No,0,United States,California,Reseda,91335,34.200175,-118.540958,68018,29.7,438.25,528.25,0.0,90,0.0,Bank Withdrawal,Yes,No,No,Yes,DSL,29,No,No,No,Yes,No,No,No,No,Month-to-Month,Offer B,15,No,0,1,Churned,Competitor offered more data,Competitor,Yes,82,5518,1,1-2 Years,51-60,35.21666666666667,1.1857463524130192,1,0,30,0
8992-JQYUN,Male,40,No,Yes,No,0,United States,California,San Fernando,91340,34.286131,-118.435969,33389,50.35,50.35,50.35,0.0,0,0.0,Bank Withdrawal,Yes,No,No,Yes,DSL,20,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer E,1,Yes,1,1,Churned,Competitor offered more data,Competitor,Yes,65,4526,1,0-1 Year,31-40,50.35,1.0,4,1,24,0
0617-AQNWT,Female,61,No,Yes,No,0,United States,California,North Hills,91343,34.238802,-118.482296,57017,47.85,3147.5,3147.5,0.0,0,0.0,Bank Withdrawal,No,No,No,Yes,DSL,27,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Offer B,64,Yes,5,1,Churned,Competitor made better offer,Competitor,Yes,66,6347,1,3+ Years,61+,49.1796875,1.0277886624869383,5,5,32,0
2446-PLQVO,Male,32,No,No,No,0,United States,California,Santa Clarita,91350,34.502432,-118.41459,40077,70.3,70.3,75.97,0.0,0,5.67,Bank Withdrawal,Yes,Yes,No,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,1,No,0,2,Churned,Don't know,Other,Yes,78,4512,1,0-1 Year,31-40,75.97,1.0806543385490754,0,0,7,0
8784-CGILN,Female,34,No,No,No,0,United States,California,Tarzana,91356,34.157137,-118.548511,27424,99.85,1776.95,2433.77,0.0,0,656.82,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,3,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Offer B,18,No,0,1,Churned,Product dissatisfaction,Dissatisfaction,Yes,91,3068,1,1-2 Years,31-40,135.20944444444444,1.3541256328937852,4,0,7,0
9451-LPGOO,Male,22,No,No,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,86.8,620.35,834.62,0.0,0,214.27,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,59,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Offer E,7,No,0,2,Churned,Competitor made better offer,Competitor,Yes,66,3780,1,0-1 Year,18-30,119.23142857142857,1.373633969716919,2,0,61,0
2025-JKFWI,Male,31,No,No,No,0,United States,California,Burbank,91501,34.188339,-118.300942,18112,99.0,1301.7,1615.52,0.0,0,313.82,Credit Card,Yes,Yes,Yes,Yes,Fiber Optic,21,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Offer B,13,No,0,1,Churned,Lack of affordable download/upload speed,Price,Yes,81,3493,1,1-2 Years,31-40,124.27076923076923,1.2552602952602951,4,0,25,0
4078-SAYYN,Female,45,No,No,No,0,United States,California,Burbank,91502,34.177267,-118.31003,11517,100.75,1129.75,1664.79,0.0,0,535.04,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,28,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer B,11,No,0,2,Churned,Long distance charges,Price,Yes,65,2229,1,0-1 Year,41-50,151.34454545454545,1.5021791112113692,4,0,32,0
9940-HPQPG,Female,58,No,Yes,No,0,United States,California,North Hollywood,91601,34.1692,-118.372498,36625,91.75,865.8,1063.8,0.0,0,198.0,Bank Withdrawal,No,Yes,Yes,Yes,Fiber Optic,7,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Offer E,9,Yes,1,1,Churned,Extra data charges,Price,Yes,91,4176,1,0-1 Year,51-60,118.19999999999999,1.288283378746594,3,1,10,0
6618-RYATB,Female,56,No,No,No,0,United States,California,North Hollywood,91605,34.207295,-118.400022,57146,79.55,79.55,84.65,0.0,0,5.1,Credit Card,Yes,Yes,Yes,Yes,Fiber Optic,10,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Offer E,1,No,0,2,Churned,Price too high,Price,Yes,93,5571,1,0-1 Year,51-60,84.65,1.0641106222501573,1,0,11,0
9079-YEXQJ,Female,56,No,No,No,0,United States,California,Chino,91710,33.990646,-117.663025,75319,111.1,6014.85,8588.81,0.0,50,2523.96,Bank Withdrawal,No,Yes,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Offer B,54,No,0,1,Churned,Product dissatisfaction,Dissatisfaction,Yes,93,5527,1,3+ Years,51-60,159.05203703703702,1.4316114944827816,6,0,22,0
2685-SREOM,Female,36,No,Yes,No,0,United States,California,Rancho Cucamonga,91730,34.10097,-117.57882,51970,89.1,2368.4,2949.4,0.0,0,581.0,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,25,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Offer B,25,Yes,1,1,Churned,Competitor had better devices,Competitor,Yes,96,4793,1,2-3 Years,31-40,117.976,1.3240852974186308,3,1,28,0
0402-CQAJN,Female,22,No,No,No,0,United States,California,El Monte,91732,34.074492,-118.01462,62660,101.9,3545.35,4434.83,0.0,0,889.48,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,59,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer B,37,No,0,3,Churned,Lack of self-service on Website,Dissatisfaction,Yes,83,4437,1,3+ Years,18-30,119.86027027027026,1.1762538790016708,5,0,64,0
6692-UDPJC,Female,61,No,Yes,Yes,1,United States,California,South El Monte,91733,34.04622,-118.053753,45645,91.65,1301.0,1428.82,0.0,0,127.82,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,12,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Offer B,14,Yes,1,3,Churned,Network reliability,Dissatisfaction,Yes,65,4304,1,1-2 Years,61+,102.05857142857143,1.1135687008027433,2,1,14,0
0295-PPHDO,Male,56,No,No,No,0,United States,California,La Puente,91744,34.031441,-117.936436,84965,95.45,95.45,101.04,0.0,0,5.59,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer B,1,No,0,1,Churned,Competitor had better devices,Competitor,Yes,71,5962,1,0-1 Year,51-60,101.04,1.058564693556836,3,0,5,0
1195-OIYEJ,Male,54,No,No,No,0,United States,California,La Puente,91746,34.038983,-117.991372,30802,91.1,1135.7,1286.29,0.0,80,70.59,Bank Withdrawal,Yes,Yes,No,Yes,Fiber Optic,26,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Offer D,13,No,0,2,Churned,Attitude of support person,Attitude,Yes,78,5347,1,1-2 Years,51-60,98.94538461538461,1.0861183821666807,3,0,29,0
5906-CVLHP,Female,60,No,Yes,No,0,United States,California,Rowland Heights,91748,33.976753,-117.897367,46342,54.15,2319.8,4211.6,0.0,0,1891.8,Credit Card,Yes,Yes,No,Yes,Cable,26,No,Yes,No,Yes,No,No,No,Yes,One Year,Offer B,45,Yes,1,2,Churned,Attitude of service provider,Attitude,Yes,92,2761,1,3+ Years,51-60,93.59111111111112,1.7283677028829385,2,1,28,0
4501-EQDRN,Female,64,No,No,No,0,United States,California,Montclair,91763,34.072121,-117.698319,34447,69.7,69.7,91.22,0.0,0,21.52,Bank Withdrawal,No,Yes,No,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer B,1,No,0,2,Churned,Attitude of service provider,Attitude,Yes,91,4620,1,0-1 Year,61+,91.22,1.3087517934002868,0,0,25,0
2990-HWIML,Female,58,No,No,No,0,United States,California,Ontario,91764,34.074087,-117.605618,49474,89.5,573.3,860.82,0.0,0,287.52,Bank Withdrawal,Yes,Yes,No,Yes,Fiber Optic,25,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer E,6,No,0,1,Churned,Competitor had better devices,Competitor,Yes,82,2898,1,0-1 Year,51-60,143.47,1.6030167597765363,3,0,28,0
7384-GHBPI,Male,61,No,Yes,No,0,United States,California,San Dimas,91773,34.102119,-117.815532,33878,35.15,99.75,99.75,0.0,0,0.0,Bank Withdrawal,Yes,No,No,Yes,Cable,13,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Offer E,3,Yes,1,2,Churned,Attitude of support person,Attitude,Yes,83,2987,1,0-1 Year,61+,33.25,0.945945945945946,2,1,15,0
7603-USHJS,Male,27,No,No,Yes,1,United States,California,San Gabriel,91775,34.114772,-118.089431,23444,73.75,871.4,1050.92,0.0,0,179.52,Credit Card,Yes,Yes,Yes,Yes,Fiber Optic,59,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Offer D,12,No,0,3,Churned,Attitude of support person,Attitude,Yes,78,2010,1,0-1 Year,18-30,87.57666666666667,1.1874802259887007,1,0,60,0
5876-HZVZM,Female,55,No,Yes,Yes,3,United States,California,West Covina,91792,34.024405,-117.898722,31622,55.9,365.35,482.41,0.0,30,87.06,Credit Card,No,Yes,No,Yes,Cable,20,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Offer E,6,Yes,1,1,Churned,Attitude of service provider,Attitude,Yes,87,4914,1,0-1 Year,51-60,80.40166666666667,1.4383124627310675,2,1,22,0
3085-QUOZK,Female,55,No,No,No,0,United States,California,Alpine,91901,32.827184,-116.703729,16486,43.95,43.95,78.43,0.0,0,34.48,Credit Card,No,Yes,No,Yes,Cable,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,1,No,0,3,Churned,Attitude of service provider,Attitude,Yes,76,3238,1,0-1 Year,51-60,78.43,1.78452787258248,0,0,9,0
3926-CUQZX,Male,27,No,No,No,0,United States,California,Campo,91906,32.673483,-116.472863,3133,45.1,45.1,56.16,0.0,0,11.06,Bank Withdrawal,Yes,Yes,No,Yes,DSL,58,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Offer E,1,No,0,3,Churned,Don't know,Other,Yes,77,4884,1,0-1 Year,18-30,56.16,1.2452328159645232,1,0,59,0
1041-RXHRA,Female,25,No,No,No,0,United States,California,Guatay,91931,32.857946,-116.561917,796,70.25,2868.05,4540.03,0.0,0,1671.98,Bank Withdrawal,No,Yes,No,Yes,Fiber Optic,41,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Offer B,41,No,0,3,Churned,Attitude of support person,Attitude,Yes,69,3407,1,3+ Years,18-30,110.73243902439023,1.5762624772155194,1,0,42,0
1750-CSKKM,Male,40,No,No,Yes,3,United States,California,Imperial Beach,91932,32.579134,-117.119009,26662,55.35,449.75,818.93,0.0,0,369.18,Bank Withdrawal,No,Yes,No,Yes,DSL,27,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Offer E,9,No,0,1,Churned,Competitor had better devices,Competitor,Yes,70,2688,1,0-1 Year,31-40,90.99222222222221,1.6439425875740237,1,0,28,0
8267-ZNYVZ,Female,47,No,Yes,No,0,United States,California,Spring Valley,91977,32.726627,-116.994608,56100,103.75,3361.05,3977.83,0.0,100,516.78,Bank Withdrawal,Yes,Yes,No,Yes,Fiber Optic,24,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Offer B,33,Yes,1,1,Churned,Attitude of service provider,Attitude,Yes,81,3824,1,2-3 Years,41-50,120.54030303030302,1.16183424607521,6,1,30,0
6457-GIRWB,Male,57,No,No,No,0,United States,California,Carlsbad,92008,33.148116,-117.306043,35582,69.35,69.35,91.38,0.0,0,22.03,Bank Withdrawal,Yes,Yes,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer B,1,No,0,2,Churned,Attitude of service provider,Attitude,Yes,88,2843,1,0-1 Year,51-60,91.38,1.3176640230713772,0,0,26,0
1450-SKCVI,Female,22,No,No,No,0,United States,California,Del Mar,92014,32.948262,-117.256086,13945,73.85,4092.85,6085.89,0.0,0,1993.04,Bank Withdrawal,Yes,Yes,No,Yes,Fiber Optic,69,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Offer B,56,No,0,3,Churned,Attitude of support person,Attitude,Yes,72,5276,1,3+ Years,18-30,108.67660714285715,1.4715857433020605,2,0,71,0
5570-PTWEH,Female,33,No,Yes,No,0,United States,California,Encinitas,92024,33.054579,-117.25665,47126,75.15,216.75,261.81,0.0,0,45.06,Credit Card,Yes,Yes,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer B,3,Yes,1,2,Churned,Attitude of support person,Attitude,Yes,78,2270,1,0-1 Year,31-40,87.27,1.1612774451097803,0,1,29,0
6502-MJQAE,Male,27,No,No,No,0,United States,California,Escondido,92027,33.141265,-116.967221,48690,69.6,69.6,115.81,0.0,0,46.21,Bank Withdrawal,Yes,Yes,No,Yes,Fiber Optic,58,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Offer B,1,No,0,1,Churned,Competitor made better offer,Competitor,Yes,87,2072,1,0-1 Year,18-30,115.81,1.6639367816091957,1,0,59,0
7693-LCKZL,Male,57,No,Yes,Yes,1,United States,California,Julian,92036,32.980678,-116.262854,3577,80.15,385.0,442.7,0.0,0,57.7,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,19,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Offer B,5,Yes,1,1,Churned,Competitor had better devices,Competitor,Yes,84,5124,1,0-1 Year,51-60,88.53999999999999,1.104678727386151,1,1,20,0
0032-PGELS,Female,37,No,Yes,Yes,1,United States,California,Palomar Mountain,92060,33.309852,-116.823091,234,30.5,30.5,30.5,0.0,0,0.0,Bank Withdrawal,No,No,No,Yes,DSL,19,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Offer B,1,Yes,1,1,Churned,Attitude of service provider,Attitude,Yes,74,5171,1,0-1 Year,31-40,30.5,1.0,1,1,20,0
6797-LNAQX,Male,34,No,Yes,No,0,United States,California,Poway,92064,32.984395,-117.013454,47969,98.3,6859.5,8950.8,0.0,20,2071.3,Bank Withdrawal,No,Yes,Yes,Yes,Fiber Optic,3,No,Yes,No,No,Yes,Yes,Yes,No,Two Year,Offer A,70,Yes,1,2,Churned,Competitor had better devices,Competitor,Yes,91,4794,1,3+ Years,31-40,127.86857142857141,1.3007993024269726,4,1,7,0
6394-MFYNG,Female,20,No,No,No,0,United States,California,Solana Beach,92075,33.001813,-117.263628,12173,107.4,5121.3,5370.42,0.0,0,249.12,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,47,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer B,48,No,0,2,Churned,Attitude of support person,Attitude,Yes,89,4956,1,3+ Years,18-30,111.88375,1.041748137802607,5,0,52,0
8155-IBNHG,Female,55,No,Yes,No,0,United States,California,San Diego,92103,32.747484,-117.166877,30202,75.4,1747.85,2173.37,0.0,0,425.52,Credit Card,Yes,Yes,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer B,24,Yes,1,3,Churned,Attitude of support person,Attitude,Yes,74,2325,1,1-2 Years,51-60,90.55708333333332,1.2010223253757735,0,1,29,0
4745-LSPLO,Male,22,No,No,No,0,United States,California,San Diego,92111,32.805518,-117.169052,46828,20.5,20.5,40.35,0.0,0,19.85,Credit Card,No,Yes,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer B,1,No,0,2,Churned,Attitude of support person,Attitude,Yes,84,3731,1,0-1 Year,18-30,40.35,1.9682926829268292,0,0,0,0
8083-YTZES,Male,52,No,No,No,0,United States,California,San Diego,92113,32.697098,-117.116587,47431,74.35,265.35,456.63,0.0,0,191.28,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer B,4,No,0,1,Churned,Attitude of support person,Attitude,Yes,73,3622,1,0-1 Year,51-60,114.1575,1.5354068594485542,0,0,13,0
3976-BWUCK,Female,63,No,Yes,No,0,United States,California,San Diego,92130,32.957195,-117.202542,28201,94.1,2804.45,3014.75,0.0,0,210.3,Credit Card,Yes,Yes,Yes,Yes,Fiber Optic,24,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Offer B,30,Yes,1,3,Churned,Competitor made better offer,Competitor,Yes,94,5255,1,2-3 Years,61+,100.49166666666666,1.0679241941197308,3,1,27,0
3585-ISXZP,Female,53,No,No,No,0,United States,California,Indio,92201,33.713891,-116.237257,56307,95.65,778.1,1015.38,0.0,0,237.28,Bank Withdrawal,No,Yes,Yes,Yes,Fiber Optic,12,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer B,8,No,0,3,Churned,Attitude of support person,Attitude,Yes,95,5335,1,0-1 Year,51-60,126.9225,1.3269472033455305,3,0,15,0
4174-LPGTI,Female,49,No,Yes,No,0,United States,California,Beaumont,92223,33.946982,-116.977672,17721,66.5,2728.6,4041.42,0.0,0,1312.82,Bank Withdrawal,Yes,Yes,No,Yes,DSL,28,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Offer B,41,Yes,1,3,Churned,Moved,Other,Yes,65,2517,1,3+ Years,41-50,98.57121951219513,1.4822739776269944,4,1,32,0
2108-XWMPY,Male,29,No,No,No,0,United States,California,Cabazon,92230,33.929812,-116.76058,2355,35.45,106.85,106.85,0.0,0,0.0,Credit Card,Yes,No,No,Yes,DSL,85,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Offer B,3,No,0,1,Churned,Moved,Other,Yes,70,2095,1,0-1 Year,18-30,35.61666666666667,1.0047014574518098,2,0,87,0
6304-IJFSQ,Male,63,No,No,No,0,United States,California,Calipatria,92233,33.143826,-115.497485,7857,49.9,130.1,269.81,0.0,0,139.71,Credit Card,Yes,Yes,No,Yes,Cable,16,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Offer B,3,No,0,3,Churned,Moved,Other,Yes,73,5585,1,0-1 Year,61+,89.93666666666667,1.8023380093520376,1,0,17,0
0093-XWZFY,Male,51,No,No,No,0,United States,California,Desert Hot Springs,92241,33.832799,-116.250973,5529,104.5,4036.85,5544.45,0.0,0,1507.6,Credit Card,Yes,Yes,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer B,40,No,0,1,Churned,Competitor had better devices,Competitor,Yes,93,2832,1,3+ Years,51-60,138.61124999999998,1.3264234449760766,5,0,20,0
7703-ZEKEF,Male,47,No,No,No,0,United States,California,Heber,92249,32.730583,-115.501083,3535,81.0,1917.1,2347.2,0.0,0,430.1,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,24,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Offer D,23,No,0,2,Churned,Competitor offered more data,Competitor,Yes,78,5701,1,1-2 Years,41-50,102.05217391304348,1.259903381642512,1,0,25,0
5482-NUPNA,Female,28,No,No,No,0,United States,California,Imperial,92251,32.858595,-115.662709,14546,60.4,272.15,344.27,0.0,0,72.12,Credit Card,Yes,Yes,No,Yes,Cable,59,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Offer B,4,No,0,1,Churned,Competitor had better devices,Competitor,Yes,90,5730,1,0-1 Year,18-30,86.0675,1.4249586092715232,3,0,62,0
1122-JWTJW,Male,64,No,Yes,Yes,2,United States,California,Ocotillo,92259,32.698964,-115.886656,471,70.65,70.65,108.33,0.0,0,37.68,Credit Card,Yes,Yes,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer B,1,Yes,1,1,Churned,Competitor had better devices,Competitor,Yes,82,3463,1,0-1 Year,61+,108.33,1.5333333333333332,0,1,26,0
1699-HPSBG,Male,44,No,No,No,0,United States,California,Palm Springs,92264,33.745746,-116.514215,18884,59.8,727.8,843.0,0.0,0,115.2,Bank Withdrawal,Yes,Yes,No,Yes,Cable,23,No,No,No,Yes,Yes,No,No,Yes,One Year,Offer D,12,No,0,3,Churned,Competitor offered higher download speeds,Competitor,Yes,69,4581,1,0-1 Year,41-50,70.25,1.1747491638795988,2,0,25,0
8775-CEBBJ,Female,40,No,No,No,0,United States,California,Seeley,92273,32.790282,-115.689559,1632,44.2,403.35,780.63,0.0,0,377.28,Bank Withdrawal,Yes,Yes,No,Yes,Cable,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer B,9,No,0,2,Churned,Competitor offered higher download speeds,Competitor,Yes,87,2029,1,0-1 Year,31-40,86.73666666666666,1.96236802413273,0,0,29,0
0639-TSIQW,Female,28,No,No,No,0,United States,California,White Water,92282,33.972293,-116.654195,805,102.95,6886.25,9398.75,0.0,0,2512.5,Credit Card,Yes,Yes,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Offer A,67,No,0,1,Churned,Competitor offered more data,Competitor,Yes,70,5620,1,3+ Years,18-30,140.27985074626866,1.3626017556704093,4,0,34,0
7590-VHVEG,Female,36,No,Yes,No,0,United States,California,Los Angeles,90001,33.973616,-118.24902,54492,29.85,29.85,29.85,0.0,0,0.0,Bank Withdrawal,Yes,No,No,Yes,DSL,10,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Offer E,1,No,0,3,Joined,Competitor had better devices,Competitor,No,27,3964,0,0-1 Year,31-40,29.85,1.0,1,0,11,0
5575-GNVDE,Male,46,No,No,No,0,United States,California,Los Angeles,90002,33.949255,-118.246978,44586,56.95,1889.5,2470.56,0.0,0,581.06,Mailed Check,No,Yes,No,Yes,DSL,16,Yes,No,Yes,No,No,No,No,Yes,One Year,Offer B,34,No,0,3,Stayed,Competitor had better devices,Competitor,No,61,3441,0,2-3 Years,41-50,72.6635294117647,1.2759179879150957,2,0,18,0
7795-CFOCW,Male,53,No,No,No,0,United States,California,Los Angeles,90004,34.076259,-118.310715,67852,42.3,1840.75,1840.75,0.0,0,0.0,Bank Withdrawal,No,No,No,Yes,DSL,10,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Offer B,45,No,0,3,Stayed,Competitor had better devices,Competitor,No,66,4307,0,3+ Years,51-60,40.90555555555556,0.9670344102968218,3,0,13,0
1452-KIOVK,Male,42,No,No,Yes,3,United States,California,Los Angeles,90007,34.027337,-118.28515,45025,89.1,1949.4,2599.28,0.0,0,649.88,Credit Card,Yes,Yes,Yes,Yes,Fiber Optic,53,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Offer D,22,No,0,4,Stayed,Competitor had better devices,Competitor,No,43,4459,0,1-2 Years,41-50,118.14909090909092,1.326027956330987,2,0,55,0
6713-OKOMC,Female,42,No,No,No,0,United States,California,Los Angeles,90008,34.008293,-118.346766,30852,29.75,301.9,301.9,0.0,0,0.0,Mailed Check,No,No,No,Yes,DSL,8,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Offer D,10,No,0,3,Stayed,Competitor had better devices,Competitor,No,51,2013,0,0-1 Year,41-50,30.189999999999998,1.0147899159663865,1,0,9,0
6388-TABGU,Male,48,No,No,No,0,United States,California,Los Angeles,90011,34.00709,-118.258681,101215,56.15,3487.95,3981.47,0.0,0,493.52,Bank Withdrawal,No,Yes,No,Yes,DSL,8,Yes,Yes,No,No,No,No,No,Yes,One Year,Offer B,62,No,0,4,Stayed,Competitor had better devices,Competitor,No,58,4529,0,3+ Years,41-50,64.21725806451613,1.143673340418809,2,0,10,0
9763-GRSKD,Male,37,No,Yes,Yes,2,United States,California,Los Angeles,90012,34.065875,-118.238728,30596,49.95,587.45,1123.29,0.0,150,385.84,Mailed Check,Yes,Yes,No,Yes,DSL,22,Yes,No,No,No,No,No,No,No,Month-to-Month,Offer D,13,Yes,1,3,Stayed,Competitor had better devices,Competitor,No,76,5764,0,1-2 Years,31-40,86.40692307692308,1.7298683298683297,1,1,23,0
